Unnamed: 0,tweet,InSet
318.0,jadi gini rasanya deg an daftar vaksin,
319.0,koncoku iso nde mlebu mall ra vaksin bermodal celana suwek ngaku ra ndwe hp inisiale ulinnuha,
320.0,udah sih baru x bioskop buka masa ppkm nonton shang chi gpp baru x vaksin masuk area bioskop,
321.0,terharu bgt liat ibu bapa lanjut usia bahkan yg berpenampilan sangar bertato semangat vaksin detik detik dosis terakhir,
322.0,kalo aku tadi mbak aku baru vaksin x,
323.0,ditanyain sakit gak pas suntik kedua vaksin aku jawab enggak lebih sakit suntik alergi sus,
324.0,cerita lucu pas vaksin lah dikira aku jomblo diajak kenalan anak kelahiran wkwk pas tau aku dah punya anak lah kaget gak tuh,
325.0,pokoke top markotop vaksin vaksin berharap sertifikat digadaikan,
326.0,maaf jbjb udah vaksin sama steril,
327.0,gak sih habis vaksin moderna sakit punggung,
328.0,mau disumbang vaksin dri china,
329.0,vaksin wow,
330.0,aku baru vaksin pertama,
331.0,efek njarem abis vaksin emang selama dah hari ngga ilang ilang malah makin menjadi,
332.0,hbs ashar ntar jam acara keluarga hotel bokap yg bwp solo baru setelahnya malem hrs otw pulang sana lg krn bsk siang mau vaksin booster sekeluarga bsr rmh pamulang amp rmh solo baru yaa smg baik aja nih fisik gak kecapekan dg segala agenda yg sangat padat,
333.0,gak sih vaksin sinovac kali next time nambah vaksin ketiga moderna aztra,
334.0,meninjau vaksinasi tirtonadi kerjasama sasarannya pekerja khususnya bpjamsostek mitra grab penyandang disabilitas antusias warga luar vaksin terima kasih jaga kesehatan selalu,
335.0,antri screening vaksin petugasnya cantik bgt pakai hoodie warna apa biru muda ungu ngga tau ngaraninya warna apa,
336.0,meninjau vaksinasi its pku muhammadiyah mengajak masyarakat solo vaksin ayo segera vaksin perlu takut vaksin aman halal jumlah stock vaksin terus tersedia lihat video gibran rakabuming,
337.0,daerah bnyak yg blm vaksin ndoro wilayah grogol sukoharjo jateng salam sehat ngih pak senajan mu kalah ttp abang,
338.0,mau vaksin ditolak rasanya kyk ditinggal pas sayang nya,
339.0,sesusah nyari vaksin non domisili disini sekalinya baru buka pendaftaran ngga sampe menit dah ludes aja,
340.0,laah mending gak usah dijatah vaksin aja alihin daerah msh bnyak yg menanti jatah dpt vaksin koq aku yg musti sabar blm kejatah kuota vaksin,
341.0,naiknya darimana kalo naik krl cuma vaksin kalo jarak jauh pake swab pcr antigen,
342.0,susah bgt sii nyari vaksin non domisili jauh ktb solo rugi sekalii kl ga join kuliah offlenn,
343.0,punya sertifikat vaksin kepake buat naik,
344.0,akhire gunanya ikut vaksin buat kesehatan,
345.0,masalahnya naek krl aja kudu pake vaksin sekarang wkwkw,
346.0,maturnuwuun pak presiden hari anak ragil diberikan kesempatan vaksin bersama teman nya alhamdulilah,
347.0,hari tadi anak ragil vaksin bersama teman sekolahnya wa group teman kuliah surabaya share vaksin massal program vaksinasi pak emang top markotop kerja kerja kerja,
348.0,nyari vaksin susah ngga pake ktp solo raya,
349.0,kak besok pagi ditempat yg sama vaksin kedua td udh kedkt liat infonya,
350.0,aing aja vaksin gegara nunggu moderna pfizer malah udh komersialisasi kan aja,
351.0,bangga punya duit bangga udah vaksin,
352.0,jumat besok anak ragil giliran vaksin dikoordinir sekolahnya pak gub alhamdulilah,
353.0,kartu vaksin iku wis nyalahi kodrat demokrasi,
354.0,habis vaksin mam escrem gag,
355.0,outfitku vaksin kemaren aku pake kaos putih pendek,
356.0,pak wali ktp warga kra tapii sdh lbh th tgl solo kost kerja solo interaksi solo makan tidur hidup solo bs terima vaksin koq dipersulit tak gmn pak hari coba yg rumdin wawali jg ditolak ktp,
357.0,tetep dodol bar vaksin sebuah kesalahan,
358.0,nek mlebu y nganggo kartu vaksin po ra min,
359.0,semangat pagi min penerbangan solo jakarta syaratnya apa min calon penumpang vaksin sedikit masalah kesehatan dibuktikan surat keterangan dokter mohon infonya min terimakasih,
360.0,pagi min penerbangan solo jakarta syaratnya apa min kalau misal blm vaksin sedikit masalah kesehatan bagaimana surat keterangan dokter mohon infonya min terimakasih,
361.0,fungsi tambahan sertifikat vaksin,
362.0,orang disekitar gue lg sibuk cari vaksin pfizer moderna gue sendiri yg cari tau info vaksin nusantara masa indonesia ekspor vaksin nusantara berjuta juta turki orang indonesia sibuk import vaksin yg jelas mengandung stell minyak babi aneh ra si jane indonesia mu,
363.0,min mhn maaf kapan vaksin yg kedua jenis astra yg diadakan digedung warastratama terakhir vaksin tgl juni smpe skg kabar yg menyelanggarakan rs dkt makasih min,
364.0,duh tambah lawak adek geger gamau vaksin malah request vaksin puyer apa sirup plis vaksin bukan paracetamol,
365.0,gas ngreyen kartu vaksin,
366.0,meninjau vaksinasi pelajar politeknik turut memastikan kondisi warga sehat divaksin keluhan target akhir bulan warga solo vaksin lihat video gibran rakabuming,
367.0,vaksin dr bulan juli gaes,
368.0,jam ngantri vaksin tensi naik bukan apa kesel aja lama banget yalord,
369.0,aku wis vaksin ayo piknik adoh,
370.0,korban vaksin siapa yg bertanggung jawab,
371.0,pasar gayeng alhamdulillah dah vaksin semua warga pasar notoharjo pak ekonomi mulai jalan cuaca cerah warga mranak murah tur apek bakulane,
372.0,iki mergo evek vaksin opo aku sing lemah yo rosone ora dang ilang kemeng bats,
373.0,meninjau pelaksanaan vaksinasi santri rs kustati pak memerintahkan stok vaksin tersedia segera digunakan siap gerak cepat distribusikan vaksin warga lihat video gibran rakabuming,
374.0,boro boro dapet vaksin orang kemarin vaksin x aja kaga yg anter gada yg antri krn dateng telat bener seorang diri menghayati banget ra sih jomblone,
375.0,vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,
376.0,vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,
377.0,min kalo vaksin menyusui minta surat keterangan dokternya kepuskesmas apa,
378.0,istri direkomendasikan ama dokter jenis vaksin p yg aman penderita eb autoimun waktu tanya orang puskesmas kapan p masuk kota malah dijawab gak usah pilih pilih vaksin mas semua sama kalo sama ngapain tanya dokter kasus autoimun,
379.0,alhamdulillah udah vaksin,
380.0,kalo vaksin bandara cuman dapet dosis setahuku ketersediaannya ga banyak tp coba aja sih barangkali kondisi balikpapan beda sm jawa,
381.0,nyandi kudu vaksin,
382.0,vaksin pertama,
383.0,enggak sakit sih pas suntik yg bikin susah kipi nya aku malem abis vaksin demam pusing sama lengan yg disuntik sakit banget sampe gak tidur sekarang alhamdulillah mendingan pusing dikit,
384.0,vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,
385.0,pulang kerja tidur cepet besok gas colomadu buat vaksin besok pagi bangunin,
386.0,lha gubernurmu lak meh gawe gelang bukti vaksin to nder wkwkwk,
387.0,abis vaksin jon wkwkw,
388.0,done ncovid ncovid tahap puskesmas manahan,
389.0,min kok vaksin imunisasi bayi dpt disemua puskesmas bidan desa kok kosong,
390.0,vaksin jgn lupa,
391.0,aku kelingan ndue mbak sepupu dokter ditakoni wes vaksin rung tak jawab wis nggo sinofakk le nyauri malah vaksin kok nggo sinofak biarang penting iso numpak pesawat mbak jawabku ngono,
392.0,siap vaksin lindungi diri lindungi negeri,
393.0,info vaksin wangon banyumas purwokerto ajibarang raya,
394.0,thanks ppkm sekarang orang berlomba pengen vaksin biar masuk mall,
395.0,dialog dr terawan dg komisi vii vaksin nusantara yg dipersulit uji klinis,
396.0,sungguh aneh klo negara mmpersulit vaksin karya anak bangsa sendiri,
397.0,meninjau vaksinasi kelompok rentan puskesmas ngoresan dosis diberikan masyarakat riwayat berbagai penyakit komorbid jangan takut vaksin aman halal check out gibran rakabuming s video,
398.0,seseneng dapet surat layak vaksin naik kereta yeay,
399.0,vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,
400.0,vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,
401.0,ibu hamil dipersulit buat vaksin sih aja halangannya,
402.0,pulang kerja sempet tidur dah surih nganterin vaksin,
403.0,jurgen klopp udah vaksin kedua,
404.0,artinya bisnis vaksin impor jalan terus,
405.0,mohon maaf min bertanya seputar pcr repid antigen vaksin dosis pcr repid antigen disetertakan kedua duanya memilih pcr rapid antigen min terimakasih min,
406.0,min mohon maaf mau bertanya vaksin dosis daerah jawa apa menyertakan pcr min minta pencerahannya min terima kasih sesudahnya,
407.0,vaksin nusantara yg hebat karya anak bangsa tdk direspon dg baik penghianat bangsa yg sesungguhnya antek komunis,
408.0,gelem vaksin gawene wedag wkwkw,
409.0,lol biyaya lockdown justru nya biaya ppkm tong lu kira ppkm gak makan biaya psbb gak makan biaya justru kalo alesan biaya napa majority vaksin indonesia pake sinovac az cuma harganya belom lisensi nyatanya pake sinovac paling banyak alesan aja,
410.0,eo sangat dibutuhkan alur penyuntikan vaksin deh pak,
411.0,yey vaksin,
412.0,memang mantap sekali habis vaksin langsung lembur,
413.0,kalo hamil gimana dong min masa vaksin,
414.0,mhn maaf min minta info vaksin buat ibu menyusui nyari yg menyelenggarakan,
415.0,efek vaksin herpes,
416.0,baru bulan lebih minggu sembuh dr gejala covid mas kmaren vaksin moderna ga gejala yg mengganggu aktifitas,
417.0,film pendek vaksin palsu tayang youtube burhan family bisnis,
418.0,parkiran pasar klewer wes membludak ekonomi mulai jalan ppkm monggo pak longgar ka masyarakat taat maskeran vaksin ditingkatkan,
419.0,nganter momi vaksin cok jane aku yo mls,
420.0,efek vaksin,
421.0,klo pelayanan vaksin nusantara dmn dok,
422.0,ujung nya berlindung dibalik taat prokes udah vaksin gapaham lg yg modelan kaya gitu,
423.0,info vaksin gratis wilayah sragen,
424.0,vaksin mulai pusing,
425.0,ngga tau pernah vaksin,
426.0,melangkah vaksin,
427.0,emang ampuh bener vaksin moderna bikin orang ngk kuat ngapa in sangking bikin ngilunya,
428.0,lucu papaku super takut sm yg berbau dokter pas mau divaksin kayak udah stress duluan ditensi sampe dokter tenang pak gapapa bapak takut sok coolnya muncul blg engga h tp tangan keringet dingin hahahaha tp akhirnya vaksin krn uda normal wkwk,
429.0,nyokap tp yg gmpg kepikiran jd ngaruh banget semingguan kayak trying to make her hepi apalah gitu ngapain w bantu cek tensi jg tiap hari sampe akhirnya udah normal puji tuhan baru deh tenang mau vaksin puji tuhan sehat lancar,
430.0,case sm ky mamiku kmrn sampe endingnya w beli tensimeter nyokap cekup internis minta saran blh vaksin ga krn emg ad komorbid kata dokternya tp kondisi mm tensi super tinggi sampe gilak emg,
431.0,pelajaran nih sblm vaksin siapin kondisi bener jgn maksa klo riwayat hipertensi obatnya diminum yg rutin maintain terus tensinya better punya alat tensi dirumah jangan stress kurangi triggernya,
432.0,tinggal berangkat vaksin aja susah,
433.0,film pendek vaksin palsu tayang youtube burhan family bisnis,
434.0,vaksin,
435.0,vaksin kiri pegel kanan,
436.0,oke efek vaksin kedua lebih njarem lengan sama hawanya lapar lucu nyawang adik adik maba fk belajar bicara ruang observasi malu malu,
437.0,vaksin done,
438.0,fungsi sertifikat vaksin yg dicetak apa si,
439.0,silakan vaksin bareng,
440.0,doblang kon vaksin kae run moso wedi jarum sontek,
441.0,gelora bung karno manahan,
442.0,abis vaksin rasanya gimana gak gimana sumpah kcli dapet dokter nyuntik nya kayak nyuntik kebo,
443.0,per agustus melakukan vaksin ibu hamil melalui puskesmas sesuai domisili bumil dosis dilakukan trimester kehamilan dosis disesuaikan interval vaksin digunakan simak video lengkapnya,
444.0,allhamdulilah lancar vaksin,
445.0,rasah vaksin,
446.0,bikin link pendaftaran vaksin niat ga sih heran deh gw,
447.0,yoes nunggu vaksin seng semprot ngko nek wes enek tak japri,
448.0,wingi wingi dtawani vaksin garek teko wegah kas saiki bingung golek vaksin,
449.0,per agustus melakukan vaksin ibu hamil melalui puskesmas sesuai domisili bumil dosis dilakukan trimester kehamilan dosis disesuaikan interval vaksin digunakan simak video lengkapnya,
450.0,protokol kesehatan pas piala menpora jalan pemain pelatih staf semua vaksin main swab semua orang area venue pakai masker penonton bus menggunakan bus bangku bus isi pemain,
451.0,lho yg jd masalah lagian kan skrg dudah e ktp gitu lho semua kan warga negara gak mungkin jg mo vaksin berulang ulang klo jatah blt yg tipu kadang keqi jg dg model kebijakan begini kan mengejar kekebalan imunitas katanya,
452.0,blm dpt giliran tiap kali reservasi penuh terus kuota pingin segera vaksin nih,
453.0,smua vaksin waktunya yg enggak,
454.0,kiamat dekat jerinx sid bersedia disuntik vaksin corona,
455.0,pertama bagaimana punya dosis vaksin notabenenya vaksin kelola negara kedua gratis masyarakat kurang mampu bukannya gratis semua ketiga siapaaa,
456.0,selama punya identitas kia ktp warga solo silakan vaksin solo,
457.0,program begini knp mesti cuma dki sih pemimpin daerah koq gak dibantu yg butuh vaksin bukan rakyat dki,
458.0,vaksin nyuntik e koyo ngaduk glepung diublek ublek jarume sek ng njero kulit suog,
459.0,pake undangan vaksinn soale aku mau vaksin,
460.0,tdi aku vaksin cuma nunjukin undangan doangg,
461.0,aku vaksin doangg,
462.0,ayo dong yg udah vaksin naik krl,
463.0,senin vaksin knp deg annya udh mulai dr skrg,
464.0,kayak vaksin dr ums kapan lalu post ig buat semua ktp pas hbs isi gform tyt cuma ktp surakarta malah diarahkan masuk grup tele panitia anak bem infonya ga jelas berubah dataku gimana hmm,
465.0,vaksin covid dilakukan masif kebawah minimal kelurahan digerakkan tiap gitu ben ndang rampung,
466.0,vaksin,
467.0,hari ne aq vaksin hadew biyoh suntik,
468.0,ngurus pindah vaksin dosis kedua aja udah kek simulasi pindah ktp bgst lempar sana sini asw,
469.0,aku sinovac ga ngerasa efek apa vaksin kalo bapakku bbrp kluqrga tmenku dapetnya astrazeneca malem abis vaksin langsung demam tinggi seharian,
470.0,jujur pak tertarik mall kalau syarat apa vaksin mbok persediaan wilayah lihat apa ngk,
471.0,hbs vaksin ngopi gak to,
472.0,mas ojol angkringan a koe ga vaksin po b wegah medeni og malah do loro a heleh mung mitos kui nek mitose bar vaksin ngaceng mesti koe sik dewe jingan og,
473.0,sori salah yg tadi vaksinasi bukan vaksin,
474.0,mangkat vaksin malah tertolak kleru tanggal,
475.0,non domisili daftar kuota penuh terus sedang perjalanan membutuhkan sertifikat vaksin,
476.0,memanfaatkan mall ditutup selama ppkm menjadi lokasi vaksinasi warga solo diharapkan memberi kenyamanan penerima vaksin percepatan vaksinasi,
477.0,ngantri vaksin koyo ngantri tekaning jodoh,
478.0,efek pertama vaksin astra ndek kae meriang hari wkwk trus vaksin kedua belom nunggu sampe tgl agust,
479.0,alhamdullilah banget habis sidang langsung vaksin jadi bener bener hibernasi,
480.0,siapa yg bilang gak mau noh kota awal buka vaksin antrian bludak mayoritas yg cari info vaksin malah pekerja luar kota yg merantau soalnya ktp luar,
481.0,vaksin efek ketiga efeknya ko gini,
482.0,hahaha ceroboh bgt bisabisanya salah tgl vaksin terlewat untungnya ttp heuheu,
483.0,dapet vaksin az istri demam kakak sama adik ipar demam akunya enggak apa disuntik air gula,
484.0,menggenjot sasaran vaksinasi kelompok pemkot solo mengadakan layanan mobil vaksin keliling beroperasi sejak juni lokasi berbeda lebih warga pralansia lansia mengikuti program,
485.0,info vaksin colomadu karanganyar dongg,
486.0,bener ga katanya vaksin suntikanya lebih sakit,
487.0,vaksin kedua melakukan donor darah selang berapa minggu,
488.0,sabar njir mau vaksin kedua dlu baru mau mikirin jkt,
489.0,lemes beb senin aku vaksin,
490.0,vaksin khusus nakes,
491.0,mohon info utk layanan vaksin stasiun solo balapan donk terima kasih sebelumnya,
492.0,dapet kuota vaksin dosis pertama pengen,
493.0,barcode kartu vaksin isinya apa,
494.0,selesai uas leha leha selesai uas vaksin,
495.0,pawang vaksin kudu semangat ra sambat,
496.0,semangat vaksin mbak,
497.0,rasa malu amp kepentingan kelompok idi amp bppom dr terawan sang penemu vaksin nusantara,
498.0,g paham aku emg grup vaksin,
499.0,vaksin pertama apa,
500.0,segera vaksin ojo ditunda tunda,
501.0,owalah iki sing vaksin awakmu tho kirain pitikmu,
502.0,sobat soloraya butuh info vaksin follow instagram yak,
503.0,udah vaksin dapet diskon kokumi ena bgt,
504.0,yaampun ngeri betul mana bang jago menantu idaman sok galak anjir ibu samping gue sampe shock aduh mbak kok pake teriak teriak vaksin deg degan takutt,
505.0,terus aku cerita mama plus nanyain ga sih koordinasi pusksesmas bang jago menantu idaman kui trs mama jawab gaenek koordinasi blas wkwk konsep e vaksin hadapi lakoni ckckck,
506.0,tadi aku vaksin nganterin sahabat e mita sm adekku vaksin massal yg judulnya sih idaman e cah cah plus bang jago kerjasama puskesma tempat mama kerja sampe sana jujur kaget,
507.0,blm vaksin gak naik ka pesawat gmn dong,
508.0,vaksin kedua beres alhamdulillah semoga pandemi segera pergi,
509.0,vaksin vaksin vaksin yok enggal vaksin enggal mantai estu kepengin holiday lurr,
510.0,koyo aku golek vaksin ngungkuli golek gawean kudu orang,
511.0,ning kantor ning kopinan ning tempat vaksin ning gym playlist lyodra pesan terakhir ngasi apall,
512.0,tepat pilihannya vaksin lebih terjadwal disiapkan terutama memiliki comorbid lakukan terlambat persiapkan stage kalahkan stage,
513.0,btw orang kantor ane yg dulu anti vaksin akhirnya kmrn ikutan vaksin,
514.0,banyak pt yg nyuruh bahkan mengultimatum karyawannya vaksin nyari sendiri miris pak,
515.0,vaksin,
516.0,makanya mama males bgt ngedukasi orang yg gamau vaksin katanya ngapain orang vaksinnya tuh ga sebanyak yg digembar gemborkee wkwk org yg bebal gamau vaksin biarin aja yg pengen vaksin aja banyak kok,
517.0,udah vaksin belom sakit lho badanmu ditusuk jarum chat berakhir wkwkwk,
518.0,baru tgl besok vaksin pertamanya soalnya dr kmarin kyk flash sale booking kuota vaksinnya,
519.0,dosis vaksin pertama sama kedua beda ngga sih,
520.0,kata sape sini mau vaksin rebutan dulu,
521.0,vaksin dosis done,
522.0,samsoyo ora dong jare stok vaksin jt lha saiki mana kehabisan vaksin,
523.0,nek g kyo sistem pemilu kae lho kan rt moro ng satu tempat jadi vaksin e luweh cpt pengen ku ngono,
524.0,tanggal bapak vaksin kedua mama vaksin kedua aku sama cella vaksin kedua yuk bismillah keluarga pak slamet sehat sehat terus,
525.0,kalo vaksin g dijatah rt jadi petugasnya yg muter keliling rt buat suntik gitu kan otomatis udah langsung vaksin semua jadi lbh cpt gitu,
526.0,kok malah nyalahin vaksin,
527.0,aku mau dikon milih sedurunge vaksin mas ironman spiderman karo leck man trus aku pilih de e sing nompo aku onone,
528.0,ameh sok sok an idealis anti vaksin nan bareng dikon seko kantor yen ra vaksin rasoh absen akhir e yo mangkat jilakk,
529.0,vaksin dlu bor,
530.0,aku lali kertas vaksin ku tak dokok ngd,
531.0,iya jg aku khan ngegym trus org rmh chat kasih broad cast abis vaksin sejml ibu parti akhir nya kena virus yg meninggal yg koma trus aku nanya temen ku yg dokter tp tugas disby bilanh jg gak cape kudu dirmh,
532.0,efek nya stl vaksin tuh ngantuk trus pengen makan mulu trus lemes gitu badannya kalo pas kerja longgar maksudnya gak byk kerjaan tp pas fitness biasa aja biasa fitness aku pake suplemen tambahan aku pake fast full bwt ngimbangin partner ku,
533.0,aku malah abis vaksin trus sorenya fitness pake beban berat soale aku bareng partner kuu malahan gpp tuhh,
534.0,proses penerbitan sertifikat vaksin pedulilindungi app jg cepet banget beberapa jam vaksin terbit unduh rencana mau dicetak laminating sendiri takut privasi data bocor klo pake jasa cetak kartu meski dah bocor paling darkweb,
535.0,pas vaksin pertama menit abis vaksin langsung pegel lengan yg kedua nyaris ga efek samping apapun beberapa jam vaksin yaa biasa aja ngantuk sih wajar lha semalem begadang laper wajar lha blm sarapan,
536.0,liat pake mata sendiri pas cairannya masuk sensasi ngilu yg gimana gitu abis proses vaksin nunggu bentar surat keterangan dikasih kemudian beres deh,
537.0,sempet beredar video beberapa waktu lalu yg cairan vaksinnya ga disuntikkan cm nancepin jarum aja karna insekyur jadinya vaksin dosis kedua ku liatin proses nyuntiknya maap bukannya aku tak percaya sus biar lega dikit hehe beneran divaksin kok,
538.0,prosesnya kurang lebih sama kayak vaksin pertama amp lebih cepet bagian screening tensi malah lebih tinggi sampe ditanya dokter muda kan maap klo vaksin terjadwal ga dadakan gini gampang kepikiran aqutu dok,
539.0,vaksin dosis kedua selesai h sempet bingung lokasi vaksin sms nya dulu kalau lokasi kedua klinik polres untung iseng nanya admin pak pulici ig polres surakarta bener lokasinya tetep lokasi vaksin pertamabalaik,
540.0,si adek brisik pol blm dpt sms sertkfikat vaksin,
541.0,inpo vaksin non domisili bre,
542.0,vaksin campak wes ben kalo dicampakkan iku ora ngrantes,
543.0,matur nang ibukmu rapopo telat vaksin sing penting imun ra gampang cidro,
544.0,habis vaksin nafsu makan nambah kenceng makan terus tp gabisa gendutt anjir wkw,
545.0,yo ngisi form vaksin monggo,
546.0,pas dateng mau vaksin antri isi form bawa fotocopy ktp verifikasi tatap muka memang mantap indonesia tercinta,
547.0,yok berminat vaksin malam pkl dibuka pendaftarannya hari vaksin kuota orang orang per hari sing penting berusaha,
548.0,yeaa siap menerima vaksin,
549.0,logika yg vaksin x aman perlu tes sana sini jd pertanyaan kalo vaksin x tp tetap tes hasilnya positif terus kapan pandemi selesai,
550.0,apa vaksin sinovac sinovac merupakan nama perusahaan biofarmasi asal beijing memproduksi vaksin bernama coronavac jenis inactivated vaccine coronavac bekerja menggunakan partikel virus dimatikan,
551.0,iyo ki alhamdulillah mugo ndang tambah akeh vaksin centre e,
552.0,nyari vaksin susah setengah mampus,
553.0,ayo vaksin,
554.0,cara berpikir aneh begini mengakibatkan disinformasi soal covid isu ambulan kosong muter muter akhirnya ambulan lewat dilempar isu vaksin memasukkan chip akhirnya banyak yg anti vaksin byk yg meninggal rs yg disalahkan rs logika ajaib nitizen indon,
555.0,bar vaksin tiga kok efek e lemes ngene,
556.0,aku tp vaksin coz stok vaksin az sampe oslo,
557.0,lha mau vaksin lewat endi must coba lapor pihak sing gawe vaksinasi sing mbok parani,
558.0,edukasi mmg semua ttg vaksin kurang edukasi masyarakat desaku vaksin pertama oke tp stlh mau vaksin kedua g mau krn sdh kena hoax yg beredar dimasyarakat smga dipermudahkan,
559.0,jadi vaksin tetap prokes mana tinggal bawa kartu vaksin bukan hasil swab antigen pcr,
560.0,mobil vaksin tiap puskesmas seluruh indonesia jemput bola hari pindah rt vaksin tuh seada adanya orang yg divaksin biar cepet target marketing minimarket aja kalo kejar target jemput bola kok,
561.0,baru sebulan disolo males vaksin swab kl mo balik,
562.0,vaksin o saiki mumpung isine chip nek taun ngarep krungu isine kacang ijo karo coklat,
563.0,vaksin sek berbentuk kapsul ono ra to asuog pengen vaksin wedi jarum,
564.0,vaksin kok aku merasa transfer data jadi cepet banget via infrared,
565.0,efek vaksin laperr ngantuk bukan efek mah emang kebiasaan aja kalo ga laper ngantuk,
566.0,klo habis vaksin apa donor plasma bro,
567.0,berakhir wedyan seneng banget akhirnya vaksin hwaa wkwk,
568.0,info vaksin,
569.0,nurunin tensi waktu menit gimana guyss kasi solusi dongg pusing gabisa vaksin grgr tensi tensi,
570.0,yukk vaksin yukk doain guyss wkwk,
571.0,semoga pemerintah kian massif memberikan vaksin covid ditempat nyaman disiplin protokol kesehatan ikuti sosial media ig sukoharjo fb pku sukoharjo twitter youtube pku muhammadiyah sukoharjo website,
572.0,yg ga percaya vaksin plis diem aja jangan koar tulisan mu membahayakan buat nakes kalo ga biasa nanganin covid plis jgn lgsg panik dger cerita pasien panikmu membuat org ga percaya sm rs,
573.0,awal mau siap vaksin pak daftar ol selalu trjawab kuota full pdhl batu jeda gak menit link reservasi dibuka gimana donk pak solusinya,
574.0,benar mas pdhl sekarang apa hrs nunjukin kartu vaksin yaa,
575.0,vaksin sukoharjo apa kabar,
576.0,istri tenaga medis kok cara omgnya spt tdk paham tujuan vaksin bersyukur lu ud dpt vaksin yg dpt vaksin byk kesusahan mendapatkannya bersyukur jg udah vaksin lu udah terpapar n skg msh hdup bs ngetweet lol,
577.0,vaksin banyak yg mati,
578.0,bilangin aja mas kalo sertifikat vaksin ngambil bansos,
579.0,disini major issue vaccine availability banyak yg menganggap vaksin bagian politik,
580.0,vaksinasi karanganyar lewat pintu min dinkes lik yg sediakan dinkes baru menit kuota langsung full antusias warga vaksin besar mohon tingkatkan,
581.0,info vaksin dong mi,
582.0,emange kalo vaksin dipasangi cctv gitu,
583.0,iya jurus jitu dicoba pegawai yg gak ikut vaksin gak thr nantinya,
584.0,aku punya karyawan janda anak satu dah gede aku suruh ikut vaksin gak mau alasannya takut takut tiga tahun jadi zombie gus alloh sopo sih nyebarin hoaks kalo vaksin jadi zombie mbok ngaku,
585.0,hari vaksin,
586.0,lagian aneh vaksin kok bayar,
587.0,vaksin karanganyar rebutan kuota daftar onlen ngalah i flash sale xiaomi,
588.0,isinya covid virus virus virus terus vaksin vaksin mending download smadav aja deh kan anti virus lebih manjur vaksin,
589.0,nah yen wes iso daftar kabeh kan tinggal nunggu kapan giliran vaksin nek dibatasi ngene iki kapan rampung e ayo lah kerja cerdas kerja efektif mohon bantuan lah pak gub,
590.0,ibaratnya berperang melawan covid dipersenjatai vaksin musuh sedang mengepung sos vaksin sos vaksin,
591.0,hallo fenomena pendaftaran vaksin kok yo berlanjut yaa mbok wes ra usah nganggo kuota pendaftar nek misal maksimal dosis google form e rasah dibatasi open wae sak okeh pendaftar vaksin tinggal diurut sesuai nomor google drive,
592.0,dalan e ojo ditutup ning nggonku arep do vaksin bingung meh lewat ngendi lha dalane ditutupi kabeh trus males budhal,
593.0,jadwal vaksin dosis mu kapan,
594.0,buat vaksin kak read astrea zanev,
595.0,gini lho mas bukan buzzer pakai logika pakai nalar kalau mau berkiblat negara udah lepas masker sah sah melalui proses pakai prokes pakai vaksin pakai otak,
596.0,halo sahabat mido pernah geram melihat perilaku wna taat protokol kesehatan anti vaksin langsung maupun menyaksikan via sosmed,
597.0,msh bingung dg vaksin vaksin tempat a vaksin tempat b bahkan beda provinsi,
598.0,heran aja yg vaksin cuma buat syarat bepergian,
599.0,aman efek pegel jam vaksin,
600.0,vaksin covid asal china sinovac semakin diragukan dicoret beberapa negara dinilai efektif melawan varian baru corona delta,
601.0,bar vaksin kok madang e peng dewe,
602.0,vaksin dosis hari negatif covid,
603.0,jogja hampir hari mba info vaksin bebas domisili kudu effort lebih daftar antrian panjang tp infonya terselenggara disini infonya anyep doang,
604.0,sejauh sih efek vaksin cuman laper semoga segini aja sih efeknya wkwk,
605.0,capaian vaksinasi cupu minim informasi padahal antusiame masyarakat yg mau vaksin cukup bagus masa iya kudu nunut vaksin daerah tetangga,
606.0,kalo vaksin campak udah blum soalnya ko dicampakkan terus,
607.0,mending aku rebutan daftar vaksin rebutan memilikimu yoan kamu mau og hehe,
608.0,covid berbahaya vaksin melindungi diri sendiri orang vaksin,
609.0,besok vaksin jujur sama dokternya soalnya bilang bulan negatiff,
610.0,nunggu bulan duluu baru vaksin,
611.0,baru pertama kamu gak vaksin anti jomblo,
612.0,vaksin anti galau,
613.0,kok aku malah ra sabar vaksin yo ben nek koncoku crito aku yo iso crito ngono lho jiakhh,
614.0,halo admin gimana prosedurnya vaksin stasiun infonya,
615.0,henseni gpp ayo vaksin,
616.0,vaksin pertama sehat sehat semua,
617.0,halo admin gimana prosedurnya vaksin stasiun keperluan mendadak naik kereta vaksin infonya segera,
618.0,semoga lose streak akibat solo rank pagi menganggu vaksin,
619.0,siapkan kartu vaksin pcr ehac,
