date,username,tweet
2022-03-28 14:26:44,gutknecth94,"Aku blm vaksin boster, tetiba ada deb topup dateng ngelengkapi berkas, akta meningoy istrinya, dia kata istrinya meninggal tiba2, sehat aja tp kemudian vaksin terus meningoy, aku apalah yg blm vaksin boster telen ludah."
2022-03-25 22:24:11,salmaraaaa,ada yg uda vaksin booster gk fren?
2022-03-25 13:43:27,galoncleo_,"padahal vaksin 1&amp;2 ngga sakit, ini kenapa booster bekas suntiknya sakit ya? mana kata orang kantor entar malem bakal makin nyeri sama demam pula"
2022-03-25 05:20:33,danang22wazza,Subuh-subuh baru terasa ya efek vaksin. 😪
2022-03-24 09:55:59,adit_chan,@Megumegulezato jng lupa makan dulu sebelom vaksin
2022-03-24 09:55:37,adit_chan,@Megumegulezato semangattt vaksin
2022-03-23 01:25:11,mahestyap,"Baru tau pcr di thailand mahal banget sampe 2juta. Vaksin disana juga bayar, malah beli di shopee pula."
2022-03-21 09:55:35,iyoes_23,@ryswanto @guuuuuung Lho aq minggu wingi vaksin booster nang kono...
2022-03-21 07:52:49,abuzinad,"@KAI121 izin bertanya Min: apakah boleh tetap antigen di stasiun meskipun sdh vaksin 3 kali, krn dari kantor tetap mensyaratkan antigen utk perjalanan dinas ?"
2022-03-18 20:28:42,cakkadull,Disaat yang lain sudah vaksin dosis kedua dan ketiga. Hari ini baru yg pertama.  https://t.co/5MzTPoQtMx
2022-03-18 11:34:13,Agus62716997,@ttheomanalu @_ekokuntadhi Paling presiden hanya nyuruh vaksin biar imunnya kuat..😂
2022-03-18 08:47:19,AwangIrama,@Bundavanesa_ Tontonan buat aku kemrungsung gk tenang.smakin keras dlm celana ku.keras ada otot nya juga trpegang pasti bergoyang.aman tuk di pegang gk perlu vaksin.syg buka an gitu pmerin aku ya.aku bisa nahan.syg maaf.dlm celana agak nakal.tangkap lah syg.pingin..SONETA
2022-03-18 01:41:11,rfxxiiy_,@agus_nugr Durung vaksin ke 3 i 😭
2022-03-16 18:53:19,babykyutii,mutual ada yg vaksin booster nya pfizer ngga? efeknya apa ya? sama apa yg dilakuin buat ngontrol efeknya?
2022-03-12 21:31:08,KwuntoAjik,Bos aku durung pernah vaksin kok coronane wes di ilangi Ki pie
2022-03-12 07:08:36,suwito_abdullah,"@RagilSemar Ha-ha-ha stock vaksin sama pcr masih menumpuk, jiwa oligarki klo jadi pejabat kek begini rakyat jadi korban"
2022-03-10 20:59:24,deni_anggriawan,"Lengan kiri pegal habis vaksin booster, badan capek habis kerja, hujan deras, ditambah mati listrik Lengkap sudah buat istirahat"
2022-03-10 11:23:46,Dreamy091_,"@tsuroiya Saya dan ibu juga nggak ngefek, Ning. Eh ngefek ding, luaper banget efeknya. Makan terus. Sama pakai AZ tapi masih dapat surat vaksin meski di pedulilindungi langsung muncul juga."
2022-03-09 19:26:52,fuadjamil,@dayatia Vaksin kucing saja berjilid-jilid
2022-03-09 19:17:27,oxytyra_mine,nih yg pengen vaksin booster  https://t.co/hqgLmMyOfy
2022-03-08 19:00:29,BabunyaObi,"Kabar gembira, sekarang perjalanan domestik sudah Resmi tanpa Antigen/PCR selama dosis vaksin ke 2 sudah dilakukan 🥳"
2022-03-08 13:54:13,ardisetiawan_w,AirAsia domestik udah announce ga perlu test covid kalo udah vaksin 2x.. yuk KAI bisa yuk..
2022-03-05 15:54:01,iyoes_23,Info donk adakah faskes yang sediakan vaksin booster Pfizer/moderna di solo? @serbaSOLO @infolalinsolo @soloposdotcom
2022-03-05 11:53:16,Danarrafa,Vaksin booster astra otopat
2022-03-04 04:32:40,terracotta___,info vaksin booster di Solo dong guys🥲
2022-03-03 10:15:50,rifreshtea,info vaksin ketiga disolo mana ya🙂
2022-03-02 21:23:54,jjhjs9795,"Liriknya sangat mewakili jeritan hati saya 🙏🙏🙏🙏😭😭😭😭😭  MAJU SINI LO JOHNNY SUH, W UDAH VAKSIN 3 KALI 😭😭😭😭😭😭😭😭😭  https://t.co/by0KNLdMMN"
2022-02-27 16:25:38,iyoes_23,Nek aq genah astra boy . Vaksin pertama kedua AZ  kerjo yo nang lini usahane astra 🤣.
2022-02-27 15:53:25,agri_satrio,"7 jam setelah vaksin ketiga, belum terasa efeknya."
2022-02-27 09:09:04,ayyyy1696,"Booster vaksin kali ini udah dikasih paracetamol 3 kali, badan masih gak enak. Vaksin kemarin2 msh aman. Gara2 ini, tanggal merah gak bisa digunain buat kelayapan 😌"
2022-02-27 04:46:38,polsek_serengan,"Ayo Belanja Sambil Vaksin Booster di Pasar Klewer -Minggu, 27 Februari 2022  https://t.co/4rXgtMwz38"
2022-02-27 04:45:00,polsek_serengan,"Ayo ... manfaatkan hari libur anda untuk vaksin booster di Gelora Bung Karno, Minggu -Senin, 27-28 Februari 2022  https://t.co/B1gWsnjNuB"
2022-02-27 01:02:56,gibran_tweet,"Meninjau vaksinasi booster di Pasar Klewer. Sebagai pelaksana Polresta Solo melakukan jemput bola ke pasar-pasar di Kota Solo yang berlangsung sejak Rabu (23/2). Pelaksanaan vaksin dilaksanakan di Pasar Klewer, Beteng Trade Center, dan Pusat Grosir Solo.  https://t.co/MWKIcaTrK0  https://t.co/5QoINOLkpG"
2022-02-26 13:43:24,SOLO_SQUARE,"Pelaksanaan Solo Square peduli vaksin, percepatan Vaksinasi dosis lanjutan ( Booster ) Astra Zeneca di Solo Square  #solosquare #agendasolo #jelajahsolo #soloinfo #vaksinsolo @ Solo Square  https://t.co/O67uhGnQLT"
2022-02-25 21:04:07,candyycrushh_,@cincqiii @matchamoe09 klo gk ngadain vaksin gk byutiful
2022-02-25 12:17:26,EvitNona,Habis vaksin booster.
2022-02-25 08:42:01,kinankugy_,Satu kerjaan habis vaksin booster malah pada teler semua. Di grup bada bilang gak kerja dulu karna sakit izin istirahat. Padahal aku belum vaksin ikutan izin maaf ye pak 🤣
2022-02-24 12:13:13,BIGREDS_SOLO,Attention :  1). Tempat terbatas 2). HTM available pre-sale &amp; on the spot 3). Pre-sale close H-1 4). Panitia &amp; pihak venue menerapkan standar prokes (min vaksin 2x) 5). Dilarang membawa makanan/ minuman dari luar 6). CP 085829174210  𝐘𝐎𝐔'𝐋𝐋 𝐍𝐄𝐕𝐄𝐑 𝐖𝐀𝐋𝐊 𝐀𝐋𝐎𝐍𝐄  https://t.co/SqQlKO2mgF
2022-02-19 16:28:02,EvitNona,@suheeng Lha dr dinas suruh vaksin
2022-02-19 16:09:05,EvitNona,"@suheeng Uwess, tp rung vaksin booster"
2022-02-19 11:42:02,BabunyaObi,Obi ikutan vaksin 😌  https://t.co/90bt0UAMPk
2022-02-18 22:25:07,sleepysnoopyme,Habis vaksin booster + hawa dingin 😵‍💫😵‍💫😵‍💫
2022-02-18 18:22:53,gbrmorrisadrian,"Cuma demam bentar, paracetamol cepat bertindak efek vaksin booster."
2022-02-18 13:35:51,adit_chan,"vaksin gaes, sehat terus, aman, dan gak kena virus corona aminnn🙏🙏🙏  https://t.co/qj9e4EhlOy"
2022-02-18 11:13:47,sleepysnoopyme,Hihihihi lucu anet adek2 vaksin  https://t.co/wBOKPoZwpT
2022-02-18 07:01:00,gbrmorrisadrian,"Buat aku, jangan ikutan tumbang yookk. Bisaa.. Menuju vaksin booster.."
2022-02-17 14:41:36,dhamarsaktiii,vaksin sesungguhnya🤒  https://t.co/S5eeCD7gGl
2022-02-17 08:42:19,matipuntakmau,"Selain nambah gas kalo liat orang lagi nyebrang jalan, satu lagi kebiasaan kaum bengek dan jamet lokal yg gua dapet pagi ini saat vaksin.... Hobi nyelak dan kagak paham jalur antri.... Katrok memang 😊😊"
2022-02-16 07:29:56,SuhailHandis,Efek vaksin gini amat yak 🤢🤒
2022-02-15 11:28:29,mafanisakti,"@nurrohmah___ Siap, dah vaksin ke 3 booster belom?"
2022-02-14 19:59:27,vinnddd,"finally vaksin booster, excited pol karena gaktau kenapa hahaha dan aman aja gais, efek vaksin di aku emang cuma ngantuk sama laper wkwkwk"
2022-02-14 17:00:41,adit_chan,@reganorega @pirantelpamoatt mas rey udah vaksin ke 3 apa belom??
2022-02-13 16:42:32,finger_attakc,@ForRezim @antaranews Trus ngapain kemaren ngebet vaksin ya..🤣
2022-02-08 08:07:00,Adrianus_RP,Edan njarem kabeh awakku bar vaksin
2022-02-08 02:14:00,Ravimpe,Mau vaksin malah gabisa tidur bhaikkkkkk
2022-02-06 20:09:04,DestyAOG,"Sebuah keuntungan kerja di rumah sakit 👍 Sehat2 mak, bapak Gausah repot cari2 vaksin booster antri kesana kemari  https://t.co/rtUVXT3TuZ"
2022-02-06 09:52:55,dontbesyai,@MamiaAja @NinjaCir3ng @DivHumas_Polri @KemenkesRI Hukuman tertinggi dari orang yang menolak vaksin adalah dengan cara divaksin
2022-02-06 09:12:50,dontbesyai,@MamiaAja @NinjaCir3ng @DivHumas_Polri @KemenkesRI Jangan dihukum penjara. Terlalu enak. Kasih aja suntik vaksin langsung 3 kali. Dirapel.
2022-02-05 15:46:27,kulinerduludek,"Di suntik vaksin 3x wae positif, mbok di suntik imf wae mari lur"
2022-02-04 08:41:18,anangNP,Memenuhi panggilan vaksin booster
2022-02-03 10:21:21,electricmiaw,"semalem demam meriang pusing, apakah ini efek vaksin ke 3 ??"
2022-02-03 08:09:09,polsek_serengan,Segera vaksin di pelayanan kesehatan terdekat  https://t.co/8t43ZNovlG
2022-02-02 13:48:34,khususiafi,"Habis vaksin bayik. Sehat sehat ya lee (@ RS PKU Muhammadiyah Surakarta in Surakarta, Jawa Tengah)  https://t.co/VspFywabp0"
2022-02-01 16:27:53,myname_ap,"aku : ""ma, tolong fotoin tiket vaksin ke-3""  mama : *flash on*  https://t.co/5Jr8oVaDCH"
2022-01-29 01:05:34,yhanesvin,"2 Teman kantor positif si omekron sialan.... udah vaksin 2x masih kena  Gejala: demam, sakit tenggorokan dan pusing lemas....  Tetap jaga prokes, jaga kesehatan   ........WFH / 50% WFO"
2022-01-27 20:29:04,dontbesyai,@massayhee Itu suntik vaksin apa diremes preman?
2022-01-27 08:47:05,Ska80216,Efek dri vaksin booster apaan yakk?? Spill dong yg tau  https://t.co/U8EqyGAYbq
2022-01-23 09:39:42,jenengkutyas_,"Dikeki obat soko nggon vaksin mental, sidane prikso nggone lenggananku klinik cedhak unisri, hadeh yas yas, saiki kok ruwet men koe, ndi sing disik kuat tahan banting?"
2022-01-21 10:36:25,polsek_serengan,@poldajateng_ Ayo vaksin cegah varian baru omicron #AyoVaksinBoster Cegah Penyebaran Omicron
2022-01-14 14:58:25,dontbesyai,@massayhee Vaksin kedua Agustus 2021. Jadi mungkin Februari
2022-01-12 08:46:39,WWawanto,Siap Vaksin dosis ke 3
2022-01-12 07:15:43,hmdnrrfnaauia,"Vaksin tuh kek WC umum, gratis"
2022-01-11 06:48:58,nopiwidia___,@nizambrud ini cuma krl aja si kak yg penting udh vaksin aja wkwk
2022-01-08 20:07:11,kiisukeurahaha,Grgr anti vaksin seeh 🙄
2022-01-07 17:10:23,Andy_vvb,"@PenontonUmumSka Aku tak nunggu info streaming wae mbok menewo enek xixiixi, males nek kon swab..wong wes vaksin 2x barang og"
2021-12-31 11:09:18,gibran_tweet,"Dinas Kesehatan Kota Solo memastikan semua siswa-siswi SD negeri maupun swasta di Solo akan mendapatkan vaksin, stock vaksin aman, hanya tinggal menunggu jadwal.  https://t.co/kED7tJrYgF"
2021-12-27 11:49:36,dr_ardi,"Yukkk vaksin. daripada sakit mending mencegah kan. Jalan-jalan ke Kota Solo, jangan lupa mampir utk vaksin tipoid yaa ❤️  #ardisantoso #dokteranak #solo @ Klinik Kasih Ibu Sehati  https://t.co/V5uYI9aS5v"
2021-12-19 18:52:24,gibran_tweet,"untuk mengawasi dan mendeteksi pergerakan orang-orang yang terpapar Covid-19 selama 14 hari ke belakang. Selain untuk mengunduh sertifikat vaksin yang sekarang benar-benar dibutuhkan sebagai syarat untuk bepergian dengan transportasi umum,  https://t.co/MU3vgbhiL6"
2021-12-19 18:46:32,kerupukbongko,@vic_raV makasie yu jum...terima raportnya nanti hari rabu skalian vaksin katanya
2021-12-19 11:22:46,AsdamKrismon,@mainbasket Akhirnya Kyrie punya alasan buat ga vaksin wkwk
2021-12-18 06:11:32,rupbasanska,dr. Suzy memaparkan bahwa orang yang telah menerima vaksin influenza QIV (Quadrivalent Influenza Vaccine) dan TIV (Trivalent Influenza Vaccine) memiliki kekebalan dan daya tahan tubuh yang lebih baik daripada orang yang tidak menerima vaksin influenza.  https://t.co/QRHRbkfkYg
2021-12-16 19:42:20,gibran_tweet,"Menghadiri pelepasan suporter Persis Solo yang berangkat sebanyak 4 bus atau sekitar 100 orang, terdiri dari Pasoepati, Ultras dan Surakartans. Keberangkatan ini sudah menerapkan Prokes, suporter wajib sudah vaksin 2 dosis dan swab antigen.  https://t.co/I77teQA1m2  https://t.co/4iAuMXYdoW"
2021-12-15 11:28:00,rizkyartirhrj,"@18fesss Bukan ga guna. Boleh aja kok vaksin pasca hs, tp biasanya vaksin hpv dilakuin setelah tes pap smear utk yg seksual aktif dan kalo blm hs hanya di usg perut aja"
2021-12-15 11:25:51,rizkyartirhrj,@18fesss Baiknya sih mengusahakan vaksin HPV. Soalnya kalo sdh vaksin hpv yg pertama ada jarak sekitar +/- 6 bulan gaboleh hamil gt. Coba dikonsultasikan dg obsgyn terpercaya❤️
2021-12-14 23:04:54,candrapasoepati,"Sepurane ndanku, seng kleru ki asline ya PSSI dan operator liga. Uji coba dengan suporter ki ya minimal 20% dari kapasitas stadion. Bukan 100 200 orang tok. Gek syarat e njlimet. Wes vaksin 2x jek kon swab. Edyan asline pengelolaan ligane dewe ki.. 🙏🙏😁"
2021-12-10 21:46:52,ajikxs,@iinsarrii @AriskaPutriP @luthfirizaldi Uis vaksin aman
2021-12-04 15:18:47,kikiflurane,Untung partner jaga vaksin hari ini enak bgt hahahahahhaa
2021-12-04 12:51:06,moan1974,Dan pada tahun 2022 diharapkan semua masyarakat Indonesia sdh Vaksin dan sdh siap menerima para wisatawan Luar Negeri serta Investor dr Luar Negeri Krn dgn datangnya Investor maka diharapkan dpt menyerap para tenaga kerja dan juga tenaga ahli dan dgn demikian ekonomi akan naik
2021-11-29 08:46:29,arifbudisatria,"Semoga betul varian Omicron belum masuk Indonesia. Yuk berhati-hati, ketatkan kembali prokes, dukung vaksinasi (walau ada info varian ini kebal dengan vaksin yang ada) dan 3T.  #BersamaKitaBisa"
2021-11-28 16:18:47,edwnss,"Mahfud MD, Kabupaten Batik, Cakupan vaksin covid terendah se Jatim. Yang terakhir gue diejek² sama temen kantor 😅"
2021-11-28 04:58:15,felixtigrism,"@vaksin_astra @jogmfs Ini ya kak,Cik Eye brandnya dari Bali. Framenya dibuat dari kayu skateboard bekas,bisa liat di IGnya kak :))  https://t.co/o99rYxEZ7X  https://t.co/fV9GQBor8v"
2021-11-23 08:35:55,nanda_bril,"Dua kali vaksin, ampuun tensinya tinggi teross. Mari kurangi begadang, kurangi garam, perbanyak air putih, perbanyak olahraga, dan perbanyak makan melon. Bismillah"
2021-11-23 06:45:12,ivanpw,vaksin booster moderna lumayan jg ya efek kipinya 😒
2021-11-16 10:55:06,NIAS2013,"@irwank2k2 @AldoBabeh @Investigasiorg @LtdAkbar @DrTaufan1 @endridok @DrSLSimonSpKK @MSKaban3 @NajwaShihab @rahmasarita @ReflyHZ Judulnya yg brengsek tp isinya wajar sebab org yg sdh vaksin taat prokes, sedang yg unvaxed tdk taat prokes."
2021-11-15 19:13:48,dadisrisuwarno,"@PLindungi saya sudah vaksin 2x,ada kartu vaksin sari puskesmas setempat,tetapi saat mau unduh sertipikat vaksin,ada keterangan jenis vaksin tidak di temukan ? Solusinya bagaimana?"
2021-11-14 13:33:09,elpathi,"Sampai sekarang ayah jg gamau di vakasin karena tensi jg tinggi, komorbit jg plus selama blm ada jaminan dr rumah sakit yg ngevaksin kl ada apa2 mau nanggul segalanya termasuk utang2 usaha wkwk  Yaudah mudur alon2 aja yg nyuruh vaksin"
2021-11-14 13:31:35,elpathi,Sekarang jg di bangsal cuci darah semua pasien ditarget vaksin. Dokter pendamping jg dokter umum padahal rata2 pasien hd komorbitnya berat2 harusnya yg turun ya dokter spesialisnya yg lebih tau.
2021-11-04 12:33:29,mimiholiccc,Vaksin Corona lama lama buat bayi ada tuh bakaln 😂
2021-11-04 10:18:49,gibran_tweet,"Mendengar beberapa pengakuan warga penerima vaksin sangat antusias lantaran bisa vaksinasi di Solo dengan mudah kendati berasal dari luar kota. @PEMKOT_SOLO tetap komitmen Kebut Vaksinasi, Kebut Pemulihan Ekonomi. Tumbuh, Tangguh, Bangkit Lawan Pandemi!   https://t.co/l7YBqwJQZL  https://t.co/6q79Unl3wg"
2021-11-03 11:14:26,Ikhwanudin56,"Satu lagi, betapa kuat dan efectivenya netizen sebagai kelompok penekan  mempengaruhi kebijakan pemerintah.   https://t.co/iggoJRYS40  Naik pesawat cukup antigen saat ini bagi penerima vaksin Corona dosis lengkap. Aturan ini berlaku mulai hari ini, 3 November 2021."
2021-11-01 16:26:27,rfxxiiy_,"@susipudjiastuti kami rakyat menangis bu, katanya dulu vaksin sj cukup kalo cuma bepergian darat ga jauh jauh amat. sampe kpn sih pemerintah ga kasihan rakyat di bohongin trs 😭 keknya negara lain berusaha bahagiain rakyat pandemi gini, tp dirasa rasa in indo nyengsarain trs 😭💔"
2021-10-30 07:58:16,felixtigrism,"Mmm..,Sabtu pagi yg indah,sedikit mendung angin sepoi berhembus Balai nampak ramai warga yg ikut vaksin.Pulang berenang di rumah mengalun lagu2 indo lawas dari radio yg disetel oleh papaku,seperti barusan baru saja lewat di indera dengar Masih Ada yg pernah dipopulerkan olh 2D"
2021-10-26 22:10:11,GaryUtomo,@saifiahmada1 Tetap  bikin kesel bagi yang waras..... Vaksin itu  boleh ...tidak juga boleh.. Yang penting jaga kesehatan masing 2
2021-10-26 18:51:45,gibran_tweet,"Jangan panik dulu, mungkin adanya kesalahan saat memasukkan nama lengkap, NIK atau nomer ponsel. Simak video ini ya, untuk cara mengurusnya. Ada 3 cara mudah untuk menerbitkan sertifikat vaksin yang terkendala!"
2021-10-26 18:51:44,gibran_tweet,"Sudah melakukan vaksinasi Covid-19? Namun, sertifikat vaksin belum keluar di aplikasi PeduliLindungi? Padahal sertifikat vaksin begitu dibutuhkan untuk menunjang mobilitas dan mengakses fasilitas publik.  Coutesy : @merdekadotcom  https://t.co/LZew7wSGqv"
2021-10-25 09:05:39,Sisoneto_,@febbyolivia55 Brarti dee ora vaksin?
2021-10-24 12:12:14,Aryodwi20667228,Diwanek wanekne suntik vaksin ben kuat awake  Jebul seng diserang atine  Remukkkk joooooooo
2021-10-23 06:23:03,anggikjoananto,"@tirta_cipeng Dok minggu lalu sy mau ke jakarta , sudah vaksin dosis 2 , dan alhamdulillah sehat. Waktu scand screning di apk pelind ini emg harus ada daftar riwayat swab/antigen baru boleh terbang. Makanya disitu muncul kata “tidak layak bepergian dgn pesawat” . Rada aneh jg sih 😥  https://t.co/v5dChPVPI8"
2021-10-21 09:53:43,r0xelana,"Sudah vaksin lengkap, skrg mau mburjo🙆💦🙆🏃🏼‍♀️🤏🤏🔥  https://t.co/Jqp20SL83a"
2021-10-18 00:58:04,Afinnur_,THE UNDERDOG. BUFFED BY VAKSIN MODERNA. GGWP.
2021-10-18 00:51:28,Afinnur_,@aratnasun_ SET SET SET SET. BUFF VAKSIN MODERNA
2021-10-16 23:15:31,felixtigrism,"@ikaabw @jogmfs Mjb,vaksin 1 sudah boleh mbak🙏 makasih  https://t.co/Wlm12W3dhx"
2021-10-15 19:23:47,ariefbudiawan7,"Kemarin Grab ada pembagian sembako juga... Pas datang ternyata yg dapat harus sudah vaksin ke-2. Lha saya ikut vaksin Grab ditolak gara2 saat itu masih KTP Semarang, &amp; bisa ikut vaksin pakai astra zeneca yg vaksin ke-2nya baru besok...🥴"
2021-10-14 13:35:55,robotgedeg_,"Info vaksin 2 astra zeneca dong Zonk mulu nih abis kuotanya, nyesel ambil astra, tau gini sinovac aja"
2021-10-13 20:05:23,dontbesyai,@kookoari Barusan vaksin ini kedua ☺️☺️☺️
2021-10-13 18:54:59,bonnie_ekobani,"@OposisiCerdas Ga tau juga sih, vaksin ini kok penggunaan massal nya cepet banget ya"
2021-10-13 15:22:13,ambarssari,Nganyari sertifikat vaksin karo perdana numpak KRL  https://t.co/QCU4MzJMo0
2021-10-12 11:32:40,bowosusilo94,"Yuk yang belum vaksin, semangat untuk vaksin. Mencegah lebih baik daripada mengobati. Karena Vaksin Lindungi Kita.  #100jutavaksin"
2021-10-12 11:31:00,bowosusilo94,"Sedangkan untuk kelompok remaja, sudah mencapai 4 juta orang. Adapun 2,8 juta di antaranya sudah mendapatkan dosis lengkap atau 2 kali suntikan. Vaksin Lindungi Kita. #100jutavaksin"
2021-10-12 11:28:55,bowosusilo94,"Sebagai informasi nih, hingga 10 Oktober 2021, 7 juta lansia sudah mendapat vaksin dosis pertama dan 4,6 juta lansia sudah mendapatkan dosis lengkap (vaksinasi ke-2). Vaksin Lindungi Kita. #100jutavaksin"
2021-10-12 11:27:50,bowosusilo94,Nah untuk menentukan idikator level PPKM suatu daerah salah satu parameternya adalah capaian vaksinasi secara umum dan capaian vaksinasi pada masyarakat usia lanjut. Vaksin Lindungi Kita. #100jutavaksin
2021-10-12 11:26:52,bowosusilo94,"Masih ada beberapa daerah yang cakupan vaksinasinya masih rendah untuk dosis satu maupun dosis dua bagi lansia. Daerah itu diantaranya Sumatera Barat, Aceh, Papua dan Maluku Utara. Vaksin Lindungi Kita.  #100jutavaksin"
2021-10-12 11:25:51,bowosusilo94,Proses vaksinasi terus dilakukan sampai sekarang. Pemerintah terus mendorong pemerintah daerah yang capaian vaksinasinya masih rendah terutama untuk kelompok masayarakat rentan dan lansia. Vaksin Lindungi Kita. #100jutavaksin
2021-10-12 11:15:54,bowosusilo94,"Seluruh pos pelayanan vaksinasi, Unit Pelaksana Teknis di bawah Kemenkes, seperti Kantor Kesehatan Pelabuhan (KKP), RS Vertikal, Poltekkes di bawah Kemenkes di instruksikan untuk menyelenggarakan vaksinasi. Semua harus kolaborasi dg baik. Vaksin Lindungi Kita. #100jutavaksin"
2021-10-12 11:13:18,bowosusilo94,"Oiya, program vaksinasi ini dilakukan kepada semua target sasaran tanpa memandang domisili atau tempat tinggal pada KTP. Jadi semua bisa dengan mudah untuk vaksin nih. Vaksin Lindungi Kita. #100jutavaksin"
2021-10-12 11:12:00,bowosusilo94,"Pemerintah mengajak seluruh masyarakat segera divaksinasi agar bisa tercipta kekebalan imunitas dan tidak perlu pilih-pilih vaksin, karena semua vaksin aman dan berkhasiat. Yuk sama-sama kita sukseskan vaksinasi. Vaksin Lindungi Kita. #100jutavaksin"
2021-10-12 11:10:31,bowosusilo94,"Kita patut bersyukur nih, karena Pemerintah terus mengupayakan ketersediaan vaksin baik lewat skema multilateral maupun bilateral demi mencukupi stok yang dan menjaga laju vaksinasi sesuai dengan stok vaksin yang ada. Vaksin Lindungi Kita.  #100jutavaksin"
2021-10-12 11:09:08,bowosusilo94,Kedatangan vaksin yang kontinu ke Indonesia menunjukkan stock vaksin di tanah air aman dan mencukupi. Sehingga percepatan vaksin untuk mencapai target 70% bisa terlaksana di akhir tahun 2021. Yuk Indonesia bisa! Vaksin Lindungi Kita. #100jutavaksin
2021-10-12 11:00:14,bowosusilo94,Vaksin dikirimkan langsung ke provinsi untuk memperpendek rantai distribusi dan mempercepat akses serta pemerataan berbagai jenis/merek vaksin bagi seluruh masyarakat. Dengan begitu proses vaksinasi semakin cepat dilakukan. Vaksin Lindungi Kita. #100jutavaksin
2021-10-12 10:47:26,bowosusilo94,"Vaksin Pfizer ini tiba di Indonesia melalui dua bandara, yakni Soekarno Hatta dan Juanda, Jawa Timur. #100jutavaksin"
2021-10-12 10:44:33,bowosusilo94,"Oiya pembelian vaksin ini, untuk menjaga stock vaksin yang ada. FYI, saat ini Indonesia sudah menerima 280.527.920 vaksin baik dalam bentuk bulk (bahan baku) maupun bahan jadi.  #100jutavaksin"
2021-10-12 10:11:20,bowosusilo94,"Jangan sampai abai deh, mencegah lebih baik daripada mengobati. Hayo siapa yang belum vaksin nih? #100jutavaksin"
2021-10-12 10:10:01,bowosusilo94,"Nah selain selalu patuhi prokes, kita juga perlu untuk vaksin nih. Kenapa harus vaksin? Karena Vaksinasi Lindungi Kita semua! #100jutavaksin"
2021-10-12 09:04:28,andevuss,Keknya ada yg demam abis vaksin kok gada kabar 🦦
2021-10-12 00:42:47,fais_____65,Info vaksin seng petugas nyuntik e gelm moro omah
2021-10-12 00:20:45,andevuss,Papa said: Kelar vaksin bisa pulang dong :)
2021-10-11 17:12:21,felixtigrism,@jogmfs Vaksin 1 dah bisa
2021-10-11 17:11:48,felixtigrism,@alyakhanzaa @jogmfs Vaksin 1 dah boleh sih kak di daerahku
2021-10-11 08:40:55,wahyuningtri40,@UNSfess_ Bisa. Aku juga baru vaksin pertama
2021-10-09 06:49:54,suwito_abdullah,@irwank2k2 @tonangardyanto Betul ini yg harus di luruskan jangan sampai terjadi pemaksaan vaksin kpd masyarakat
2021-10-09 06:25:56,suwito_abdullah,"@tonangardyanto Sabar dok, saling menghargai yg vaksin monggo yg tdk vaksin ya monggo"
2021-10-08 23:24:38,golddi99er,Efek vaksin ancen marai kemronggo po ki
2021-10-07 15:12:07,suwito_abdullah,"Persaingan obat covid semakin ketat, semakin banyak obat covid semakin bagus bagi rakyat spy tdk menjadikan vaksin sebagai kewajiban"
2021-10-07 14:33:03,andinurul_nunu,@angkasapura172 Min... Mohon info utk penerbangan dari JOG tujuan UPG... Apakah sudah bisa Antigen klo sudah Vaksin dosis 2?
2021-10-06 20:52:21,anggiadee_,@mochiest15 Mens gue ga aturan setelah vaksin. Lagian kita jauhan anjir.
2021-10-06 14:37:31,ariefbudiawan7,"Pakai pin ""Kulo sampun vaksin"" 😁  https://t.co/39o7aXURfP"
2021-10-06 10:46:58,burooooos,Vaksin kedua kok berasa lebih sakit sama berasa banget ya efeknya.
2021-10-04 21:41:13,_robertoady,@firlifiru Lah mau vaksin kudu pcr dulu ?
2021-10-04 19:48:30,Bumi_Intanpari,Monggo yang butuh vaksin...  https://t.co/kIzYAWIwru
2021-10-04 12:09:23,ericwh93,"Leren o mbah, Desember wis oleh nganggo penonton. Syarat vaksin sudah 2x."
2021-10-03 17:39:12,Bumi_Intanpari,Vaksin...  https://t.co/GcwXbWCbkX
2021-10-02 11:34:20,GentengI,Hari ini pas longgar ikut memriahkan vaksin di kantor kalurahan mandan kec / kab sukoharjo.  https://t.co/Ec0bhBMMAi
2021-10-01 09:22:43,burooooos,Vaksin kedua lebih ketata. Good la
2021-10-01 08:30:43,nikenjaa,@elk00s Weh la kae rung vaksin to kak
2021-09-30 00:31:47,elisabetfps,Efek vaksin dosis ke2 tidak bisa tidur😌
2021-09-29 16:43:23,wahyuningtri40,@klausytojas @SoloMenfess Mentang2 wis vaksin komplit
2021-09-28 14:34:30,arifbudisatria,@leviablue @alvenialee Kalau parosmia tidak apa2 ikut vaksinasi. Banyak penyintas dengan gejala tersebut sudah ikut vaksin
2021-09-28 10:29:15,man1_solo,Vaksin Dosis Ke 2 Siswa MAN 1 Surakarta tersebar di beberapa RS yang ada dikota Surakarta @ Man 1 Surakarta  https://t.co/LBHVlj1DvH
2021-09-27 19:32:06,irfan_nuruddin,@maman1965 @citogog Ma di sertifikat vaksin.
2021-09-27 15:23:31,Vitrianaap,"Alhamdulillah 1000 dosis vaksin selesai, sehat"" selalu ya semua, semoga ikhtiar kita untuk segera lepas dari pandemi covid-19, aamiin 🤲🏻 #ayovaksin  #vaksinanakbangsa  #vaksinselamatkanrakyat  https://t.co/CWZG4mjiDj"
