tweet,token,InSet
info vaksin astra zeneca dong zonk mulu nih abis kuotanya nyesel ambil astra tau gini sinovac aja,"['info', 'vaksin', 'astra', 'zeneca', 'dong', 'zonk', 'mulu', 'nih', 'abis', 'kuotanya', 'nyesel', 'ambil', 'astra', 'tau', 'gini', 'sinovac', 'aja']",neg
barusan vaksin kedua,"['barusan', 'vaksin', 'kedua']",neg
ga tau sih vaksin kok penggunaan massal nya cepet banget,"['ga', 'tau', 'sih', 'vaksin', 'kok', 'penggunaan', 'massal', 'nya', 'cepet', 'banget']",neg
nganyari sertifikat vaksin karo perdana numpak krl,"['nganyari', 'sertifikat', 'vaksin', 'karo', 'perdana', 'numpak', 'krl']",neg
yuk vaksin semangat vaksin mencegah lebih baik mengobati vaksin lindungi,"['yuk', 'vaksin', 'semangat', 'vaksin', 'mencegah', 'lebih', 'baik', 'mengobati', 'vaksin', 'lindungi']",neg
kelompok remaja mencapai juta orang adapun juta antaranya mendapatkan dosis lengkap kali suntikan vaksin lindungi,"['kelompok', 'remaja', 'mencapai', 'juta', 'orang', 'adapun', 'juta', 'antaranya', 'mendapatkan', 'dosis', 'lengkap', 'kali', 'suntikan', 'vaksin', 'lindungi']",pos
informasi nih hingga oktober juta lansia mendapat vaksin dosis pertama juta lansia mendapatkan dosis lengkap vaksinasi vaksin lindungi,"['informasi', 'nih', 'hingga', 'oktober', 'juta', 'lansia', 'mendapat', 'vaksin', 'dosis', 'pertama', 'juta', 'lansia', 'mendapatkan', 'dosis', 'lengkap', 'vaksinasi', 'vaksin', 'lindungi']",neg
nah menentukan idikator level ppkm suatu daerah salah satu parameternya capaian vaksinasi umum capaian vaksinasi masyarakat usia lanjut vaksin lindungi,"['nah', 'menentukan', 'idikator', 'level', 'ppkm', 'suatu', 'daerah', 'salah', 'satu', 'parameternya', 'capaian', 'vaksinasi', 'umum', 'capaian', 'vaksinasi', 'masyarakat', 'usia', 'lanjut', 'vaksin', 'lindungi']",pos
beberapa daerah cakupan vaksinasinya rendah dosis satu maupun dosis lansia daerah diantaranya sumatera barat aceh papua maluku utara vaksin lindungi,"['beberapa', 'daerah', 'cakupan', 'vaksinasinya', 'rendah', 'dosis', 'satu', 'maupun', 'dosis', 'lansia', 'daerah', 'diantaranya', 'sumatera', 'barat', 'aceh', 'papua', 'maluku', 'utara', 'vaksin', 'lindungi']",pos
proses vaksinasi terus dilakukan sekarang pemerintah terus mendorong pemerintah daerah capaian vaksinasinya rendah terutama kelompok masayarakat rentan lansia vaksin lindungi,"['proses', 'vaksinasi', 'terus', 'dilakukan', 'sekarang', 'pemerintah', 'terus', 'mendorong', 'pemerintah', 'daerah', 'capaian', 'vaksinasinya', 'rendah', 'terutama', 'kelompok', 'masayarakat', 'rentan', 'lansia', 'vaksin', 'lindungi']",neg
seluruh pos pelayanan vaksinasi unit pelaksana teknis bawah kemenkes kantor kesehatan pelabuhan kkp rs vertikal poltekkes bawah kemenkes instruksikan menyelenggarakan vaksinasi semua kolaborasi dg baik vaksin lindungi,"['seluruh', 'pos', 'pelayanan', 'vaksinasi', 'unit', 'pelaksana', 'teknis', 'bawah', 'kemenkes', 'kantor', 'kesehatan', 'pelabuhan', 'kkp', 'rs', 'vertikal', 'poltekkes', 'bawah', 'kemenkes', 'instruksikan', 'menyelenggarakan', 'vaksinasi', 'semua', 'kolaborasi', 'dg', 'baik', 'vaksin', 'lindungi']",neg
oiya program vaksinasi dilakukan semua target sasaran memandang domisili tempat tinggal ktp jadi semua mudah vaksin nih vaksin lindungi,"['oiya', 'program', 'vaksinasi', 'dilakukan', 'semua', 'target', 'sasaran', 'memandang', 'domisili', 'tempat', 'tinggal', 'ktp', 'jadi', 'semua', 'mudah', 'vaksin', 'nih', 'vaksin', 'lindungi']",neg
pemerintah mengajak seluruh masyarakat segera divaksinasi tercipta kekebalan imunitas perlu pilih pilih vaksin semua vaksin aman berkhasiat yuk sama sama sukseskan vaksinasi vaksin lindungi,"['pemerintah', 'mengajak', 'seluruh', 'masyarakat', 'segera', 'divaksinasi', 'tercipta', 'kekebalan', 'imunitas', 'perlu', 'pilih', 'pilih', 'vaksin', 'semua', 'vaksin', 'aman', 'berkhasiat', 'yuk', 'sama', 'sama', 'sukseskan', 'vaksinasi', 'vaksin', 'lindungi']",neg
patut bersyukur nih pemerintah terus mengupayakan ketersediaan vaksin baik lewat skema multilateral maupun bilateral mencukupi stok menjaga laju vaksinasi sesuai stok vaksin vaksin lindungi,"['patut', 'bersyukur', 'nih', 'pemerintah', 'terus', 'mengupayakan', 'ketersediaan', 'vaksin', 'baik', 'lewat', 'skema', 'multilateral', 'maupun', 'bilateral', 'mencukupi', 'stok', 'menjaga', 'laju', 'vaksinasi', 'sesuai', 'stok', 'vaksin', 'vaksin', 'lindungi']",pos
kedatangan vaksin kontinu indonesia menunjukkan stock vaksin tanah air aman mencukupi percepatan vaksin mencapai target terlaksana akhir tahun yuk indonesia vaksin lindungi,"['kedatangan', 'vaksin', 'kontinu', 'indonesia', 'menunjukkan', 'stock', 'vaksin', 'tanah', 'air', 'aman', 'mencukupi', 'percepatan', 'vaksin', 'mencapai', 'target', 'terlaksana', 'akhir', 'tahun', 'yuk', 'indonesia', 'vaksin', 'lindungi']",neg
vaksin dikirimkan langsung provinsi memperpendek rantai distribusi mempercepat akses pemerataan berbagai jenis merek vaksin seluruh masyarakat proses vaksinasi semakin cepat dilakukan vaksin lindungi,"['vaksin', 'dikirimkan', 'langsung', 'provinsi', 'memperpendek', 'rantai', 'distribusi', 'mempercepat', 'akses', 'pemerataan', 'berbagai', 'jenis', 'merek', 'vaksin', 'seluruh', 'masyarakat', 'proses', 'vaksinasi', 'semakin', 'cepat', 'dilakukan', 'vaksin', 'lindungi']",neg
vaksin pfizer tiba indonesia melalui bandara soekarno hatta juanda jawa timur,"['vaksin', 'pfizer', 'tiba', 'indonesia', 'melalui', 'bandara', 'soekarno', 'hatta', 'juanda', 'jawa', 'timur']",pos
oiya pembelian vaksin menjaga stock vaksin fyi indonesia menerima vaksin baik bentuk bulk bahan baku maupun bahan jadi,"['oiya', 'pembelian', 'vaksin', 'menjaga', 'stock', 'vaksin', 'fyi', 'indonesia', 'menerima', 'vaksin', 'baik', 'bentuk', 'bulk', 'bahan', 'baku', 'maupun', 'bahan', 'jadi']",pos
jangan abai deh mencegah lebih baik mengobati hayo siapa vaksin nih,"['jangan', 'abai', 'deh', 'mencegah', 'lebih', 'baik', 'mengobati', 'hayo', 'siapa', 'vaksin', 'nih']",neg
nah selalu patuhi prokes perlu vaksin nih vaksin vaksinasi lindungi semua,"['nah', 'selalu', 'patuhi', 'prokes', 'perlu', 'vaksin', 'nih', 'vaksin', 'vaksinasi', 'lindungi', 'semua']",neg
keknya yg demam abis vaksin kok gada kabar,"['keknya', 'yg', 'demam', 'abis', 'vaksin', 'kok', 'gada', 'kabar']",neg
info vaksin seng petugas nyuntik e gelm moro omah,"['info', 'vaksin', 'seng', 'petugas', 'nyuntik', 'e', 'gelm', 'moro', 'omah']",neg
papa said kelar vaksin pulang dong,"['papa', 'said', 'kelar', 'vaksin', 'pulang', 'dong']",neg
vaksin dah,"['vaksin', 'dah']",pos
vaksin dah sih kak daerahku,"['vaksin', 'dah', 'sih', 'kak', 'daerahku']",neg
aku baru vaksin pertama,"['aku', 'baru', 'vaksin', 'pertama']",neg
betul yg luruskan jangan terjadi pemaksaan vaksin kpd masyarakat,"['betul', 'yg', 'luruskan', 'jangan', 'terjadi', 'pemaksaan', 'vaksin', 'kpd', 'masyarakat']",pos
sabar dok saling menghargai yg vaksin monggo yg tdk vaksin monggo,"['sabar', 'dok', 'saling', 'menghargai', 'yg', 'vaksin', 'monggo', 'yg', 'tdk', 'vaksin', 'monggo']",neg
efek vaksin ancen marai kemronggo po ki,"['efek', 'vaksin', 'ancen', 'marai', 'kemronggo', 'po', 'ki']",pos
persaingan obat covid semakin ketat semakin banyak obat covid semakin bagus rakyat spy tdk menjadikan vaksin kewajiban,"['persaingan', 'obat', 'covid', 'semakin', 'ketat', 'semakin', 'banyak', 'obat', 'covid', 'semakin', 'bagus', 'rakyat', 'spy', 'tdk', 'menjadikan', 'vaksin', 'kewajiban']",pos
min mohon info utk penerbangan jog tujuan upg antigen klo vaksin dosis,"['min', 'mohon', 'info', 'utk', 'penerbangan', 'jog', 'tujuan', 'upg', 'antigen', 'klo', 'vaksin', 'dosis']",neg
mens gue ga aturan vaksin lagian jauhan anjir,"['mens', 'gue', 'ga', 'aturan', 'vaksin', 'lagian', 'jauhan', 'anjir']",neg
pakai pin kulo sampun vaksin,"['pakai', 'pin', 'kulo', 'sampun', 'vaksin']",neg
vaksin kedua kok berasa lebih sakit sama berasa banget efeknya,"['vaksin', 'kedua', 'kok', 'berasa', 'lebih', 'sakit', 'sama', 'berasa', 'banget', 'efeknya']",neg
lah mau vaksin kudu pcr dulu,"['lah', 'mau', 'vaksin', 'kudu', 'pcr', 'dulu']",neg
monggo butuh vaksin,"['monggo', 'butuh', 'vaksin']",pos
leren o mbah desember wis nganggo penonton syarat vaksin x,"['leren', 'o', 'mbah', 'desember', 'wis', 'nganggo', 'penonton', 'syarat', 'vaksin', 'x']",neg
vaksin,['vaksin'],neg
hari pas longgar ikut memriahkan vaksin kantor kalurahan mandan kec kab sukoharjo,"['hari', 'pas', 'longgar', 'ikut', 'memriahkan', 'vaksin', 'kantor', 'kalurahan', 'mandan', 'kec', 'kab', 'sukoharjo']",neg
vaksin kedua lebih ketata good la,"['vaksin', 'kedua', 'lebih', 'ketata', 'good', 'la']",pos
weh la kae rung vaksin to kak,"['weh', 'la', 'kae', 'rung', 'vaksin', 'to', 'kak']",pos
efek vaksin dosis tidur,"['efek', 'vaksin', 'dosis', 'tidur']",neg
mentang wis vaksin komplit,"['mentang', 'wis', 'vaksin', 'komplit']",pos
kalau parosmia apa ikut vaksinasi banyak penyintas gejala tersebut ikut vaksin,"['kalau', 'parosmia', 'apa', 'ikut', 'vaksinasi', 'banyak', 'penyintas', 'gejala', 'tersebut', 'ikut', 'vaksin']",neg
vaksin dosis siswa man surakarta tersebar beberapa rs dikota surakarta man surakarta,"['vaksin', 'dosis', 'siswa', 'man', 'surakarta', 'tersebar', 'beberapa', 'rs', 'dikota', 'surakarta', 'man', 'surakarta']",neg
ma sertifikat vaksin,"['ma', 'sertifikat', 'vaksin']",pos
alhamdulillah dosis vaksin selesai sehat selalu semua semoga ikhtiar segera lepas pandemi covid aamiin,"['alhamdulillah', 'dosis', 'vaksin', 'selesai', 'sehat', 'selalu', 'semua', 'semoga', 'ikhtiar', 'segera', 'lepas', 'pandemi', 'covid', 'aamiin']",neg
udah vaksin mbah,"['udah', 'vaksin', 'mbah']",neg
nganter vaksin pajaknya nonton xxi solo paragon seharian jadi sopir pp purwodadi solo kalian ngijoli waktunya ibu selalu pulang malem,"['nganter', 'vaksin', 'pajaknya', 'nonton', 'xxi', 'solo', 'paragon', 'seharian', 'jadi', 'sopir', 'pp', 'purwodadi', 'solo', 'kalian', 'ngijoli', 'waktunya', 'ibu', 'selalu', 'pulang', 'malem']",neg
asyik dah vaksin dah masuk area bioksop angelina jolie kan eh,"['asyik', 'dah', 'vaksin', 'dah', 'masuk', 'area', 'bioksop', 'angelina', 'jolie', 'kan', 'eh']",pos
jadi gini rasanya deg an daftar vaksin,"['jadi', 'gini', 'rasanya', 'deg', 'an', 'daftar', 'vaksin']",neg
koncoku iso nde mlebu mall ra vaksin bermodal celana suwek ngaku ra ndwe hp inisiale ulinnuha,"['koncoku', 'iso', 'nde', 'mlebu', 'mall', 'ra', 'vaksin', 'bermodal', 'celana', 'suwek', 'ngaku', 'ra', 'ndwe', 'hp', 'inisiale', 'ulinnuha']",neg
udah sih baru x bioskop buka masa ppkm nonton shang chi gpp baru x vaksin masuk area bioskop,"['udah', 'sih', 'baru', 'x', 'bioskop', 'buka', 'masa', 'ppkm', 'nonton', 'shang', 'chi', 'gpp', 'baru', 'x', 'vaksin', 'masuk', 'area', 'bioskop']",neg
terharu bgt liat ibu bapa lanjut usia bahkan yg berpenampilan sangar bertato semangat vaksin detik detik dosis terakhir,"['terharu', 'bgt', 'liat', 'ibu', 'bapa', 'lanjut', 'usia', 'bahkan', 'yg', 'berpenampilan', 'sangar', 'bertato', 'semangat', 'vaksin', 'detik', 'detik', 'dosis', 'terakhir']",neg
kalo aku tadi mbak aku baru vaksin x,"['kalo', 'aku', 'tadi', 'mbak', 'aku', 'baru', 'vaksin', 'x']",pos
ditanyain sakit gak pas suntik kedua vaksin aku jawab enggak lebih sakit suntik alergi sus,"['ditanyain', 'sakit', 'gak', 'pas', 'suntik', 'kedua', 'vaksin', 'aku', 'jawab', 'enggak', 'lebih', 'sakit', 'suntik', 'alergi', 'sus']",pos
cerita lucu pas vaksin lah dikira aku jomblo diajak kenalan anak kelahiran wkwk pas tau aku dah punya anak lah kaget gak tuh,"['cerita', 'lucu', 'pas', 'vaksin', 'lah', 'dikira', 'aku', 'jomblo', 'diajak', 'kenalan', 'anak', 'kelahiran', 'wkwk', 'pas', 'tau', 'aku', 'dah', 'punya', 'anak', 'lah', 'kaget', 'gak', 'tuh']",neg
pokoke top markotop vaksin vaksin berharap sertifikat digadaikan,"['pokoke', 'top', 'markotop', 'vaksin', 'vaksin', 'berharap', 'sertifikat', 'digadaikan']",neg
maaf jbjb udah vaksin sama steril,"['maaf', 'jbjb', 'udah', 'vaksin', 'sama', 'steril']",pos
gak sih habis vaksin moderna sakit punggung,"['gak', 'sih', 'habis', 'vaksin', 'moderna', 'sakit', 'punggung']",pos
mau disumbang vaksin dri china,"['mau', 'disumbang', 'vaksin', 'dri', 'china']",neg
vaksin wow,"['vaksin', 'wow']",pos
efek njarem abis vaksin emang selama dah hari ngga ilang ilang malah makin menjadi,"['efek', 'njarem', 'abis', 'vaksin', 'emang', 'selama', 'dah', 'hari', 'ngga', 'ilang', 'ilang', 'malah', 'makin', 'menjadi']",neg
hbs ashar ntar jam acara keluarga hotel bokap yg bwp solo baru setelahnya malem hrs otw pulang sana lg krn bsk siang mau vaksin booster sekeluarga bsr rmh pamulang amp rmh solo baru yaa smg baik aja nih fisik gak kecapekan dg segala agenda yg sangat padat,"['hbs', 'ashar', 'ntar', 'jam', 'acara', 'keluarga', 'hotel', 'bokap', 'yg', 'bwp', 'solo', 'baru', 'setelahnya', 'malem', 'hrs', 'otw', 'pulang', 'sana', 'lg', 'krn', 'bsk', 'siang', 'mau', 'vaksin', 'booster', 'sekeluarga', 'bsr', 'rmh', 'pamulang', 'amp', 'rmh', 'solo', 'baru', 'yaa', 'smg', 'baik', 'aja', 'nih', 'fisik', 'gak', 'kecapekan', 'dg', 'segala', 'agenda', 'yg', 'sangat', 'padat']",neg
gak sih vaksin sinovac kali next time nambah vaksin ketiga moderna aztra,"['gak', 'sih', 'vaksin', 'sinovac', 'kali', 'next', 'time', 'nambah', 'vaksin', 'ketiga', 'moderna', 'aztra']",pos
meninjau vaksinasi tirtonadi kerjasama sasarannya pekerja khususnya bpjamsostek mitra grab penyandang disabilitas antusias warga luar vaksin terima kasih jaga kesehatan selalu,"['meninjau', 'vaksinasi', 'tirtonadi', 'kerjasama', 'sasarannya', 'pekerja', 'khususnya', 'bpjamsostek', 'mitra', 'grab', 'penyandang', 'disabilitas', 'antusias', 'warga', 'luar', 'vaksin', 'terima', 'kasih', 'jaga', 'kesehatan', 'selalu']",neg
antri screening vaksin petugasnya cantik bgt pakai hoodie warna apa biru muda ungu ngga tau ngaraninya warna apa,"['antri', 'screening', 'vaksin', 'petugasnya', 'cantik', 'bgt', 'pakai', 'hoodie', 'warna', 'apa', 'biru', 'muda', 'ungu', 'ngga', 'tau', 'ngaraninya', 'warna', 'apa']",pos
meninjau vaksinasi its pku muhammadiyah mengajak masyarakat solo vaksin ayo segera vaksin perlu takut vaksin aman halal jumlah stock vaksin terus tersedia lihat video gibran rakabuming,"['meninjau', 'vaksinasi', 'its', 'pku', 'muhammadiyah', 'mengajak', 'masyarakat', 'solo', 'vaksin', 'ayo', 'segera', 'vaksin', 'perlu', 'takut', 'vaksin', 'aman', 'halal', 'jumlah', 'stock', 'vaksin', 'terus', 'tersedia', 'lihat', 'video', 'gibran', 'rakabuming']",neg
daerah bnyak yg blm vaksin ndoro wilayah grogol sukoharjo jateng salam sehat ngih pak senajan mu kalah ttp abang,"['daerah', 'bnyak', 'yg', 'blm', 'vaksin', 'ndoro', 'wilayah', 'grogol', 'sukoharjo', 'jateng', 'salam', 'sehat', 'ngih', 'pak', 'senajan', 'mu', 'kalah', 'ttp', 'abang']",pos
mau vaksin ditolak rasanya kyk ditinggal pas sayang nya,"['mau', 'vaksin', 'ditolak', 'rasanya', 'kyk', 'ditinggal', 'pas', 'sayang', 'nya']",neg
sesusah nyari vaksin non domisili disini sekalinya baru buka pendaftaran ngga sampe menit dah ludes aja,"['sesusah', 'nyari', 'vaksin', 'non', 'domisili', 'disini', 'sekalinya', 'baru', 'buka', 'pendaftaran', 'ngga', 'sampe', 'menit', 'dah', 'ludes', 'aja']",neg
laah mending gak usah dijatah vaksin aja alihin daerah msh bnyak yg menanti jatah dpt vaksin koq aku yg musti sabar blm kejatah kuota vaksin,"['laah', 'mending', 'gak', 'usah', 'dijatah', 'vaksin', 'aja', 'alihin', 'daerah', 'msh', 'bnyak', 'yg', 'menanti', 'jatah', 'dpt', 'vaksin', 'koq', 'aku', 'yg', 'musti', 'sabar', 'blm', 'kejatah', 'kuota', 'vaksin']",neg
naiknya darimana kalo naik krl cuma vaksin kalo jarak jauh pake swab pcr antigen,"['naiknya', 'darimana', 'kalo', 'naik', 'krl', 'cuma', 'vaksin', 'kalo', 'jarak', 'jauh', 'pake', 'swab', 'pcr', 'antigen']",pos
susah bgt sii nyari vaksin non domisili jauh ktb solo rugi sekalii kl ga join kuliah offlenn,"['susah', 'bgt', 'sii', 'nyari', 'vaksin', 'non', 'domisili', 'jauh', 'ktb', 'solo', 'rugi', 'sekalii', 'kl', 'ga', 'join', 'kuliah', 'offlenn']",neg
punya sertifikat vaksin kepake buat naik,"['punya', 'sertifikat', 'vaksin', 'kepake', 'buat', 'naik']",neg
akhire gunanya ikut vaksin buat kesehatan,"['akhire', 'gunanya', 'ikut', 'vaksin', 'buat', 'kesehatan']",pos
masalahnya naek krl aja kudu pake vaksin sekarang wkwkw,"['masalahnya', 'naek', 'krl', 'aja', 'kudu', 'pake', 'vaksin', 'sekarang', 'wkwkw']",neg
maturnuwuun pak presiden hari anak ragil diberikan kesempatan vaksin bersama teman nya alhamdulilah,"['maturnuwuun', 'pak', 'presiden', 'hari', 'anak', 'ragil', 'diberikan', 'kesempatan', 'vaksin', 'bersama', 'teman', 'nya', 'alhamdulilah']",pos
hari tadi anak ragil vaksin bersama teman sekolahnya wa group teman kuliah surabaya share vaksin massal program vaksinasi pak emang top markotop kerja kerja kerja,"['hari', 'tadi', 'anak', 'ragil', 'vaksin', 'bersama', 'teman', 'sekolahnya', 'wa', 'group', 'teman', 'kuliah', 'surabaya', 'share', 'vaksin', 'massal', 'program', 'vaksinasi', 'pak', 'emang', 'top', 'markotop', 'kerja', 'kerja', 'kerja']",pos
nyari vaksin susah ngga pake ktp solo raya,"['nyari', 'vaksin', 'susah', 'ngga', 'pake', 'ktp', 'solo', 'raya']",pos
kak besok pagi ditempat yg sama vaksin kedua td udh kedkt liat infonya,"['kak', 'besok', 'pagi', 'ditempat', 'yg', 'sama', 'vaksin', 'kedua', 'td', 'udh', 'kedkt', 'liat', 'infonya']",neg
aing aja vaksin gegara nunggu moderna pfizer malah udh komersialisasi kan aja,"['aing', 'aja', 'vaksin', 'gegara', 'nunggu', 'moderna', 'pfizer', 'malah', 'udh', 'komersialisasi', 'kan', 'aja']",pos
bangga punya duit bangga udah vaksin,"['bangga', 'punya', 'duit', 'bangga', 'udah', 'vaksin']",neg
jumat besok anak ragil giliran vaksin dikoordinir sekolahnya pak gub alhamdulilah,"['jumat', 'besok', 'anak', 'ragil', 'giliran', 'vaksin', 'dikoordinir', 'sekolahnya', 'pak', 'gub', 'alhamdulilah']",pos
kartu vaksin iku wis nyalahi kodrat demokrasi,"['kartu', 'vaksin', 'iku', 'wis', 'nyalahi', 'kodrat', 'demokrasi']",pos
habis vaksin mam escrem gag,"['habis', 'vaksin', 'mam', 'escrem', 'gag']",pos
outfitku vaksin kemaren aku pake kaos putih pendek,"['outfitku', 'vaksin', 'kemaren', 'aku', 'pake', 'kaos', 'putih', 'pendek']",neg
pak wali ktp warga kra tapii sdh lbh th tgl solo kost kerja solo interaksi solo makan tidur hidup solo bs terima vaksin koq dipersulit tak gmn pak hari coba yg rumdin wawali jg ditolak ktp,"['pak', 'wali', 'ktp', 'warga', 'kra', 'tapii', 'sdh', 'lbh', 'th', 'tgl', 'solo', 'kost', 'kerja', 'solo', 'interaksi', 'solo', 'makan', 'tidur', 'hidup', 'solo', 'bs', 'terima', 'vaksin', 'koq', 'dipersulit', 'tak', 'gmn', 'pak', 'hari', 'coba', 'yg', 'rumdin', 'wawali', 'jg', 'ditolak', 'ktp']",neg
tetep dodol bar vaksin sebuah kesalahan,"['tetep', 'dodol', 'bar', 'vaksin', 'sebuah', 'kesalahan']",pos
nek mlebu y nganggo kartu vaksin po ra min,"['nek', 'mlebu', 'y', 'nganggo', 'kartu', 'vaksin', 'po', 'ra', 'min']",neg
semangat pagi min penerbangan solo jakarta syaratnya apa min calon penumpang vaksin sedikit masalah kesehatan dibuktikan surat keterangan dokter mohon infonya min terimakasih,"['semangat', 'pagi', 'min', 'penerbangan', 'solo', 'jakarta', 'syaratnya', 'apa', 'min', 'calon', 'penumpang', 'vaksin', 'sedikit', 'masalah', 'kesehatan', 'dibuktikan', 'surat', 'keterangan', 'dokter', 'mohon', 'infonya', 'min', 'terimakasih']",neg
pagi min penerbangan solo jakarta syaratnya apa min kalau misal blm vaksin sedikit masalah kesehatan bagaimana surat keterangan dokter mohon infonya min terimakasih,"['pagi', 'min', 'penerbangan', 'solo', 'jakarta', 'syaratnya', 'apa', 'min', 'kalau', 'misal', 'blm', 'vaksin', 'sedikit', 'masalah', 'kesehatan', 'bagaimana', 'surat', 'keterangan', 'dokter', 'mohon', 'infonya', 'min', 'terimakasih']",neg
fungsi tambahan sertifikat vaksin,"['fungsi', 'tambahan', 'sertifikat', 'vaksin']",neg
orang disekitar gue lg sibuk cari vaksin pfizer moderna gue sendiri yg cari tau info vaksin nusantara masa indonesia ekspor vaksin nusantara berjuta juta turki orang indonesia sibuk import vaksin yg jelas mengandung stell minyak babi aneh ra si jane indonesia mu,"['orang', 'disekitar', 'gue', 'lg', 'sibuk', 'cari', 'vaksin', 'pfizer', 'moderna', 'gue', 'sendiri', 'yg', 'cari', 'tau', 'info', 'vaksin', 'nusantara', 'masa', 'indonesia', 'ekspor', 'vaksin', 'nusantara', 'berjuta', 'juta', 'turki', 'orang', 'indonesia', 'sibuk', 'import', 'vaksin', 'yg', 'jelas', 'mengandung', 'stell', 'minyak', 'babi', 'aneh', 'ra', 'si', 'jane', 'indonesia', 'mu']",pos
min mhn maaf kapan vaksin yg kedua jenis astra yg diadakan digedung warastratama terakhir vaksin tgl juni smpe skg kabar yg menyelanggarakan rs dkt makasih min,"['min', 'mhn', 'maaf', 'kapan', 'vaksin', 'yg', 'kedua', 'jenis', 'astra', 'yg', 'diadakan', 'digedung', 'warastratama', 'terakhir', 'vaksin', 'tgl', 'juni', 'smpe', 'skg', 'kabar', 'yg', 'menyelanggarakan', 'rs', 'dkt', 'makasih', 'min']",neg
duh tambah lawak adek geger gamau vaksin malah request vaksin puyer apa sirup plis vaksin bukan paracetamol,"['duh', 'tambah', 'lawak', 'adek', 'geger', 'gamau', 'vaksin', 'malah', 'request', 'vaksin', 'puyer', 'apa', 'sirup', 'plis', 'vaksin', 'bukan', 'paracetamol']",pos
gas ngreyen kartu vaksin,"['gas', 'ngreyen', 'kartu', 'vaksin']",neg
meninjau vaksinasi pelajar politeknik turut memastikan kondisi warga sehat divaksin keluhan target akhir bulan warga solo vaksin lihat video gibran rakabuming,"['meninjau', 'vaksinasi', 'pelajar', 'politeknik', 'turut', 'memastikan', 'kondisi', 'warga', 'sehat', 'divaksin', 'keluhan', 'target', 'akhir', 'bulan', 'warga', 'solo', 'vaksin', 'lihat', 'video', 'gibran', 'rakabuming']",neg
vaksin dr bulan juli gaes,"['vaksin', 'dr', 'bulan', 'juli', 'gaes']",pos
jam ngantri vaksin tensi naik bukan apa kesel aja lama banget yalord,"['jam', 'ngantri', 'vaksin', 'tensi', 'naik', 'bukan', 'apa', 'kesel', 'aja', 'lama', 'banget', 'yalord']",neg
aku wis vaksin ayo piknik adoh,"['aku', 'wis', 'vaksin', 'ayo', 'piknik', 'adoh']",neg
korban vaksin siapa yg bertanggung jawab,"['korban', 'vaksin', 'siapa', 'yg', 'bertanggung', 'jawab']",pos
pasar gayeng alhamdulillah dah vaksin semua warga pasar notoharjo pak ekonomi mulai jalan cuaca cerah warga mranak murah tur apek bakulane,"['pasar', 'gayeng', 'alhamdulillah', 'dah', 'vaksin', 'semua', 'warga', 'pasar', 'notoharjo', 'pak', 'ekonomi', 'mulai', 'jalan', 'cuaca', 'cerah', 'warga', 'mranak', 'murah', 'tur', 'apek', 'bakulane']",neg
iki mergo evek vaksin opo aku sing lemah yo rosone ora dang ilang kemeng bats,"['iki', 'mergo', 'evek', 'vaksin', 'opo', 'aku', 'sing', 'lemah', 'yo', 'rosone', 'ora', 'dang', 'ilang', 'kemeng', 'bats']",neg
meninjau pelaksanaan vaksinasi santri rs kustati pak memerintahkan stok vaksin tersedia segera digunakan siap gerak cepat distribusikan vaksin warga lihat video gibran rakabuming,"['meninjau', 'pelaksanaan', 'vaksinasi', 'santri', 'rs', 'kustati', 'pak', 'memerintahkan', 'stok', 'vaksin', 'tersedia', 'segera', 'digunakan', 'siap', 'gerak', 'cepat', 'distribusikan', 'vaksin', 'warga', 'lihat', 'video', 'gibran', 'rakabuming']",neg
boro boro dapet vaksin orang kemarin vaksin x aja kaga yg anter gada yg antri krn dateng telat bener seorang diri menghayati banget ra sih jomblone,"['boro', 'boro', 'dapet', 'vaksin', 'orang', 'kemarin', 'vaksin', 'x', 'aja', 'kaga', 'yg', 'anter', 'gada', 'yg', 'antri', 'krn', 'dateng', 'telat', 'bener', 'seorang', 'diri', 'menghayati', 'banget', 'ra', 'sih', 'jomblone']",pos
vaksin x protokol kesehatan jalan terus lalu apa jaga diri keluargamu risiko penyakit lainnya penyakit kritis fwd critical armor proteksi risiko finansial penyakit kritis,"['vaksin', 'x', 'protokol', 'kesehatan', 'jalan', 'terus', 'lalu', 'apa', 'jaga', 'diri', 'keluargamu', 'risiko', 'penyakit', 'lainnya', 'penyakit', 'kritis', 'fwd', 'critical', 'armor', 'proteksi', 'risiko', 'finansial', 'penyakit', 'kritis']",neg
min kalo vaksin menyusui minta surat keterangan dokternya kepuskesmas apa,"['min', 'kalo', 'vaksin', 'menyusui', 'minta', 'surat', 'keterangan', 'dokternya', 'kepuskesmas', 'apa']",neg
istri direkomendasikan ama dokter jenis vaksin p yg aman penderita eb autoimun waktu tanya orang puskesmas kapan p masuk kota malah dijawab gak usah pilih pilih vaksin mas semua sama kalo sama ngapain tanya dokter kasus autoimun,"['istri', 'direkomendasikan', 'ama', 'dokter', 'jenis', 'vaksin', 'p', 'yg', 'aman', 'penderita', 'eb', 'autoimun', 'waktu', 'tanya', 'orang', 'puskesmas', 'kapan', 'p', 'masuk', 'kota', 'malah', 'dijawab', 'gak', 'usah', 'pilih', 'pilih', 'vaksin', 'mas', 'semua', 'sama', 'kalo', 'sama', 'ngapain', 'tanya', 'dokter', 'kasus', 'autoimun']",neg
alhamdulillah udah vaksin,"['alhamdulillah', 'udah', 'vaksin']",neg
